"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",30,31,61,"Ga ","   -",-47090.0,50.0,8445.7,0.9,"B+",9260.0,50.0,60.94945,60.0,"0.15 s","3/2-",-13.36,8.233,9.255,-2.2049160000000003
" ",29,32,61,"Ge ","   x",-33730.0,300.0,8214.0,5.0,"B+",13360.0,300.0,60.96379,320.0,"40 ms","(3/2-)",-15.68,12.338,13.36,-3.3549160000000002
" ",28,33,61,"As ","   x",-18050.0,600.0,7944.0,10.0,"B+",15680.0,670.0,60.98062,640.0,"None","None",0.0,14.658,15.68,-4.574916
"0",40,22,62,"Ti ","   x",-11650.0,900.0,7982.0,15.0,"B-",12770.0,1030.0,61.98749,970.0,"None","None",12.77,0.0,0.0,0.0
" ",39,23,62,"V  ","   x",-24420.0,500.0,8175.0,8.0,"B-",15990.0,610.0,61.97378,540.0,"150 ns","",15.99,-13.792,-12.77,-11.674916000000001
" ",38,24,62,"Cr ","   x",-40410.0,340.0,8420.0,5.0,"B-",7620.0,400.0,61.95661,360.0,"0.19 s","0+",7.63,-17.012,-15.99,-12.064916
" ",37,25,62,"Mn ","   x",-48040.0,220.0,8531.0,4.0,"B-",10860.0,220.0,61.94843,240.0,"0.88 s","(3+)",10.861,-8.652,-7.63,-10.254916000000001
" ",36,26,62,"Fe "," +pp",-58901.0,14.0,8693.25,0.23,"B-",2531.0,25.0,61.936767,16.0,"68 s","0+",2.531,-11.883,-10.861,-9.495916000000001
" ",35,27,62,"Co ","   +",-61432.0,20.0,8721.4,0.3,"B-",5315.0,20.0,61.934051,21.0,"13.91 m","5+",5.314100000000006,-3.553,-2.531,-7.946916
" ",34,28,62,"Ni ","    ",-66746.1,0.6,8794.549,0.01,"  ","*","*",61.9283451,0.6,"stable","0+",-3.948100000000006,-6.336100000000005,-5.314100000000006,-7.017616000000005
" ",33,29,62,"Cu ","   -",-62798.0,4.0,8718.25,0.07,"B+",3948.0,4.0,61.932584,4.0,"9.73 m","1+",-1.627,2.9261000000000057,3.948100000000006,-5.3770159999999985
" ",32,30,62,"Zn "," +nn",-61171.0,10.0,8679.4,0.16,"B+",1626.0,11.0,61.93433,11.0,"9.26 h","0+",-9.171,0.605,1.627,-3.368216000000003
" ",31,31,62,"Ga ","   -",-52000.0,28.0,8518.9,0.4,"B+",9171.0,26.0,61.944175,30.0,"116.12 ms","0+",-9.76,8.149,9.171,-2.7628160000000017
" ",30,32,62,"Ge ","   x",-42240.0,140.0,8349.0,2.0,"B+",9760.0,140.0,61.95465,150.0,"150 ns","0+",-17.28,8.738,9.76,-2.364916
" ",29,33,62,"As ","   x",-24960.0,300.0,8058.0,5.0,"B+",17280.0,330.0,61.9732,320.0,"None","None",0.0,16.258,17.28,-3.3949160000000003
"0",41,22,63,"Ti ","   x",-5200.0,1000.0,7881.0,16.0,"B-",15710.0,1160.0,62.99442,1070.0,"None","None",15.71,0.0,0.0,0.0
" ",40,23,63,"V  ","   x",-20910.0,600.0,8118.0,9.0,"B-",14620.0,670.0,62.97755,640.0,"150 ns","(7/2-)",14.62,-16.732,-15.71,-13.294916
" ",39,24,63,"Cr ","   x",-35530.0,300.0,8337.0,5.0,"B-",10820.0,390.0,62.96186,320.0,"0.11 s","(1/2-)",10.82,-15.642,-14.62,-12.734916000000002
" ",38,25,63,"Mn ","   x",-46350.0,260.0,8497.0,4.0,"B-",9190.0,310.0,62.95024,280.0,"0.29 s","(5/2-)",9.2,-11.842,-10.82,-11.704916
" ",37,26,63,"Fe ","   x",-55550.0,170.0,8630.1,2.7,"B-",6290.0,170.0,62.94037,180.0,"6.1 s","(5/2)-",6.29,-10.222,-9.2,-10.084916000000002
" ",36,27,63,"Co ","  +p",-61840.0,20.0,8717.6,0.3,"B-",3672.0,20.0,62.933612,21.0,"27.4 s","(7/2)-",3.6725999999999988,-7.312,-6.29,-8.784916
" ",35,28,63,"Ni ","    ",-65512.6,0.6,8763.489,0.009,"B-",66.975,0.015,62.9296694,0.6,"100.1 y","1/2-",0.06690000000000146,-4.6945999999999986,-3.6725999999999988,-7.274416
" ",34,29,63,"Cu ","    ",-65579.5,0.6,8752.134,0.009,"  ","*","*",62.9295975,0.6,"stable","3/2-",-3.3665,-1.0889000000000015,-0.06690000000000146,-5.7760159999999985
" ",33,30,63,"Zn ","    ",-62213.0,1.6,8686.279,0.025,"B+",3366.5,1.6,62.9332116,1.7,"38.47 m","3/2-",-5.6659000000000015,2.3445,3.3665,-3.482216000000003
" ",32,31,63,"Ga ","   x",-56547.1,1.3,8583.926,0.021,"B+",5665.9,2.1,62.939294200000006,1.4,"32.4 s","(3/2-)",-9.637099999999998,4.643900000000001,5.6659000000000015,-2.6148160000000016
" ",31,32,63,"Ge ","   x",-46910.0,200.0,8419.0,3.0,"B+",9640.0,200.0,62.94964,210.0,"96 ms","(3/2-)",-13.09,8.615099999999998,9.637099999999998,-2.074916
" ",30,33,63,"As ","   x",-33820.0,500.0,8198.0,8.0,"B+",13090.0,540.0,62.96369,540.0,"None","None",0.0,12.068,13.09,-2.1249160000000002
"0",41,23,64,"V  ","   x",-15400.0,700.0,8031.0,11.0,"B-",17750.0,810.0,63.98347,750.0,"150 ns","",17.75,0.0,0.0,-13.824916000000002
" ",40,24,64,"Cr ","   x",-33150.0,400.0,8296.0,6.0,"B-",9470.0,480.0,63.96441,430.0,"None","None",9.47,-18.772,-17.75,-13.924916000000001
" ",39,25,64,"Mn ","   x",-42620.0,270.0,8432.0,4.0,"B-",12150.0,380.0,63.95425,290.0,"None","None",12.15,-10.492,-9.47,-12.464916
" ",38,26,64,"Fe ","   x",-54770.0,280.0,8609.0,4.0,"B-",5020.0,280.0,63.9412,300.0,"2.0 s","0+",5.023,-13.172,-12.15,-10.694916000000001
" ",37,27,64,"Co ","   +",-59793.0,20.0,8675.5,0.3,"B-",7307.0,20.0,63.93581,21.0,"0.30 s","1+",7.306300000000003,-6.045,-5.023,-9.037916000000001
" ",36,28,64,"Ni ","    ",-67099.3,0.6,8777.467,0.01,"B-",-1675.03,0.2,63.927966,0.7,"stable","0+",-1.6751000000000058,-8.328300000000002,-7.306300000000003,-8.112216000000004
" ",35,29,64,"Cu ","    ",-65424.2,0.6,8739.07,0.009,"B-",579.4,0.7,63.9297642,0.6,"12.700 h","1+",0.5794000000000087,0.6531000000000058,1.6751000000000058,-6.200115999999997
" ",34,30,64,"Zn ","    ",-66003.6,0.7,8735.898,0.011,"  ","*","*",63.9291422,0.7,"stable","0+",-7.169300000000003,-1.6014000000000088,-0.5794000000000087,-3.9564160000000075
" ",33,31,64,"Ga ","    ",-58834.3,2.0,8611.65,0.03,"B+",7169.3,2.1,63.9368387,2.2,"2.627 m","0+",-4.484300000000003,6.147300000000003,7.169300000000003,-2.9151160000000047
" ",32,32,64,"Ge ","   x",-54350.0,30.0,8529.4,0.5,"B+",4480.0,30.0,63.94165,30.0,"63.7 s","0+",-14.83,3.462300000000003,4.484300000000003,-2.586916
" ",31,33,64,"As ","  -p",-39520.0,360.0,8285.0,6.0,"B+",14830.0,360.0,63.95757,380.0,"None","None",0.0,13.808,14.83,-1.944916
"0",42,23,65,"V  ","   x",-11250.0,800.0,7968.0,12.0,"B-",16540.0,950.0,64.98792,860.0,"None","None",16.55,0.0,0.0,0.0
" ",41,24,65,"Cr ","   x",-27800.0,500.0,8210.0,8.0,"B-",12880.0,740.0,64.97016,540.0,"150 ns","(1/2-)",12.87,-17.572,-16.55,-14.574916000000002
" ",40,25,65,"Mn ","   x",-40670.0,540.0,8396.0,8.0,"B-",10210.0,590.0,64.95634,580.0,"None","None",10.21,-13.892,-12.87,-13.734916000000002
" ",39,26,65,"Fe ","   x",-50880.0,240.0,8541.0,4.0,"B-",8290.0,240.0,64.94538,260.0,"0.4 s","",8.29,-11.232,-10.21,-11.124916
" ",38,27,65,"Co ","3p2n",-59170.0,13.0,8656.65,0.2,"B-",5956.0,13.0,64.936478,14.0,"1.20 s","(7/2)-",5.956099999999998,-9.312,-8.29,-10.034916
" ",37,28,65,"Ni ","    ",-65126.1,0.6,8736.246,0.01,"B-",2137.6,0.7,64.93008429999999,0.7,"2.51719 h","5/2-",2.1375999999999986,-6.978099999999999,-5.956099999999998,-8.630016
" ",36,29,65,"Cu ","    ",-67263.7,0.7,8757.096,0.01,"  ","*","*",64.9277895,0.7,"stable","3/2-",-1.3520999999999912,-3.1595999999999984,-2.1375999999999986,-6.790215999999996
" ",35,30,65,"Zn ","    ",-65911.6,0.7,8724.259,0.011,"B+",1352.1,0.3,64.929241,0.7,"244.06 d","5/2-",-3.254400000000009,0.3300999999999913,1.3520999999999912,-4.115616000000005
" ",34,31,65,"Ga ","    ",-62657.2,0.8,8662.154,0.013,"B+",3254.4,0.7,64.93273479999999,0.9,"15.2 m","3/2-",-6.247199999999997,2.2324000000000086,3.254400000000009,-3.0985159999999987
" ",33,32,65,"Ge ","  ep",-56410.0,100.0,8554.1,1.5,"B+",6240.0,100.0,64.93944,110.0,"30.9 s","(3/2)-",-9.43,5.225199999999997,6.247199999999997,-2.489916
" ",32,33,65,"As ","  -p",-46980.0,300.0,8397.0,5.0,"B+",9430.0,320.0,64.94956,320.0,"0.19 s","",-14.06,8.408,9.43,-2.314916
" ",31,34,65,"Se ","   x",-32920.0,600.0,8169.0,9.0,"B+",14060.0,670.0,64.96466,640.0,"None","None",0.0,13.038,14.06,-1.6149160000000002
"0",42,24,66,"Cr ","   x",-24800.0,600.0,8163.0,9.0,"B-",11460.0,720.0,65.97338,640.0,"150 ns","0+",11.45,0.0,0.0,-15.574916000000002
" ",41,25,66,"Mn ","   x",-36250.0,400.0,8324.0,6.0,"B-",13320.0,500.0,65.96108,430.0,"220 ms","",13.32,-12.472,-11.45,-14.254916000000001
" ",40,26,66,"Fe ","   x",-49570.0,300.0,8514.0,5.0,"B-",6540.0,390.0,65.94678,320.0,"600 ms","0+",6.54,-14.342,-13.32,-11.584916000000002
" ",39,27,66,"Co ","   x",-56110.0,250.0,8601.0,4.0,"B-",9890.0,250.0,65.93976,270.0,"0.233 s","(3+)",9.896300000000004,-7.562,-6.54,-10.494916000000002
" ",38,28,66,"Ni ","   x",-66006.3,1.4,8739.508,0.021,"B-",252.0,1.6,65.9291393,1.5,"54.6 h","0+",0.252,-10.918300000000002,-9.896300000000004,-9.530216000000005
" ",37,29,66,"Cu ","    ",-66258.3,0.7,8731.472,0.01,"B-",2641.2,1.0,65.9288688,0.7,"5.120 m","1+",2.6410999999999913,-1.274,-0.252,-7.251216000000003
" ",36,30,66,"Zn ","    ",-68899.4,0.9,8759.636,0.014,"  ","*","*",65.9260334,1.0,"stable","0+",-5.1753999999999944,-3.663099999999991,-2.6410999999999913,-4.578215999999989
" ",35,31,66,"Ga ","   -",-63724.0,3.0,8669.37,0.05,"B+",5175.0,3.0,65.931589,3.0,"9.49 h","0+",-2.104,4.153399999999994,5.1753999999999944,-3.3509160000000002
" ",34,32,66,"Ge ","   -",-61620.0,30.0,8625.7,0.5,"B+",2100.0,30.0,65.93384,30.0,"2.26 h","0+",-10.12,1.082,2.104,-2.8739160000000004
" ",33,33,66,"As ","   x",-51500.0,680.0,8460.0,10.0,"B+",10120.0,680.0,65.94471,730.0,"95.77 ms","",-9.78,9.098,10.12,-1.924916
" ",32,34,66,"Se ","   x",-41720.0,300.0,8300.0,5.0,"B+",9780.0,740.0,65.95521,320.0,"1.2 us","0+",0.0,8.758,9.78,-1.9049160000000003
"0",43,24,67,"Cr ","   x",-19050.0,700.0,8075.0,10.0,"B-",14350.0,860.0,66.97955,750.0,"None","None",14.35,0.0,0.0,-16.274916
" ",42,25,67,"Mn ","   x",-33400.0,500.0,8278.0,8.0,"B-",12290.0,650.0,66.96414,540.0,"47 ms","(5/2-)",12.29,-15.372,-14.35,-14.914916000000002
" ",41,26,67,"Fe ","   x",-45690.0,420.0,8450.0,6.0,"B-",9370.0,520.0,66.95095,450.0,"75 us","(1/2-)",9.37,-13.312,-12.29,-12.584916000000002
" ",40,27,67,"Co ","   x",-55060.0,320.0,8578.0,5.0,"B-",8680.0,320.0,66.94089,340.0,"0.425 s","(7/2-)",8.682699999999997,-10.392,-9.37,-11.134916
" ",39,28,67,"Ni ","   x",-63742.7,2.9,8695.75,0.04,"B-",3576.0,3.0,66.931569,3.0,"21 s","(1/2)-",3.5761000000000056,-9.704699999999997,-8.682699999999997,-10.617615999999998
" ",38,29,67,"Cu ","   x",-67318.8,1.2,8737.447,0.018,"B-",561.7,1.5,66.9277303,1.3,"2.4 ns","15/2+",0.5615999999999912,-4.598100000000006,-3.5761000000000056,-7.903716000000003
" ",37,30,67,"Zn ","    ",-67880.4,0.9,8734.154,0.014,"  ","*","*",66.9271273,1.0,"stable","5/2-",-1.000699999999997,-1.5835999999999912,-0.5615999999999912,-4.792715999999996
" ",36,31,67,"Ga ","    ",-66879.7,1.3,8707.54,0.019,"B+",1000.8,1.2,66.9282017,1.4,"3.2617 d","3/2-",-4.221699999999997,-0.02130000000000291,1.000699999999997,-3.725115999999997
" ",35,32,67,"Ge ","-n2p",-62658.0,5.0,8632.85,0.07,"B+",4222.0,5.0,66.932734,5.0,"18.9 m","1/2-",-6.008,3.199699999999997,4.221699999999997,-2.8699160000000004
" ",34,33,67,"As ","   -",-56650.0,100.0,8531.5,1.5,"B+",6010.0,100.0,66.93919,110.0,"42.5 s","(5/2-)",-10.16,4.986,6.008,-2.527816000000002
" ",33,34,67,"Se ","   x",-46490.0,200.0,8368.0,3.0,"B+",10160.0,220.0,66.95009,210.0,"136 ms","",-13.69,9.138,10.16,-2.004916
" ",32,35,67,"Br ","   x",-32800.0,500.0,8152.0,8.0,"B+",13690.0,540.0,66.96479,540.0,"None","None",0.0,12.668,13.69,-1.4049160000000003
"0",43,25,68,"Mn ","   x",-28600.0,600.0,8204.0,9.0,"B-",14530.0,920.0,67.9693,640.0,"None","None",14.53,0.0,0.0,-15.624916
" ",42,26,68,"Fe ","   x",-43130.0,700.0,8406.0,10.0,"B-",8220.0,770.0,67.9537,750.0,"132 ms","0+",8.22,-15.552,-14.53,-12.404916000000002
" ",41,27,68,"Co ","   x",-51350.0,320.0,8516.0,5.0,"B-",12110.0,320.0,67.94487,340.0,"0.199 s","(7-)",12.113800000000003,-9.242,-8.22,-11.154916000000002
" ",40,28,68,"Ni ","   x",-63463.8,3.0,8682.47,0.04,"B-",2103.0,3.0,67.931869,3.0,"0.86 ms","5-",2.103199999999997,-13.135800000000003,-12.113800000000003,-11.118716000000004
" ",39,29,68,"Cu ","   x",-65567.0,1.6,8701.89,0.023,"B-",4440.2,1.8,67.9296109,1.7,"3.75 m","(6-)",4.440199999999997,-3.125199999999997,-2.103199999999997,-8.198916
" ",38,30,68,"Zn ","    ",-70007.2,1.0,8755.682,0.014,"  ","*","*",67.92484420000001,1.0,"stable","0+",-2.921099999999991,-5.4621999999999975,-4.440199999999997,-5.332815999999994
" ",37,31,68,"Ga ","   -",-67086.1,1.5,8701.22,0.023,"B+",2921.1,1.2,67.9279801,1.6,"67.71 m","1+",-0.10610000000000581,1.8990999999999914,2.921099999999991,-4.086816000000009
" ",36,32,68,"Ge ","    ",-66980.0,6.0,8688.15,0.09,"B+",106.0,6.0,67.928094,7.0,"270.95 d","0+",-8.08,-0.9158999999999942,0.10610000000000581,-3.4013159999999942
" ",35,33,68,"As ","   -",-58900.0,40.0,8557.8,0.6,"B+",8080.0,40.0,67.93677,50.0,"151.6 s","3+",-4.69,7.058,8.08,-2.490615999999997
" ",34,34,68,"Se ","   x",-54210.0,30.0,8477.4,0.5,"B+",4680.0,50.0,67.9418,40.0,"35.5 s","0+",-15.57,3.668,4.69,-2.284916
" ",33,35,68,"Br ","  -p",-38640.0,360.0,8237.0,5.0,"B+",15570.0,360.0,67.95852,380.0,"None","None",0.0,14.548,15.57,-1.5449160000000002
"0",44,25,69,"Mn ","   x",-25300.0,800.0,8155.0,12.0,"B-",13100.0,950.0,68.97284,860.0,"14 ms","5/2-",13.1,0.0,0.0,-16.474916
" ",43,26,69,"Fe ","   x",-38400.0,500.0,8333.0,7.0,"B-",11610.0,610.0,68.95878,540.0,"0.17 s","1/2-",11.6,-14.122,-13.1,-13.024916000000001
" ",42,27,69,"Co ","   x",-50000.0,340.0,8490.0,5.0,"B-",9980.0,340.0,68.94632,360.0,"0.27 s","7/2-",9.979,-12.622,-11.6,-11.754916000000001
" ",41,28,69,"Ni ","   x",-59979.0,4.0,8623.1,0.05,"B-",5758.0,4.0,68.93561,4.0,"11.4 s","",5.757199999999997,-11.001,-9.979,-11.523916000000002
" ",40,29,69,"Cu ","   x",-65736.2,1.4,8695.203,0.02,"B-",2681.8,1.7,68.9294293,1.5,"2.85 m","3/2-",2.681800000000003,-6.779199999999997,-5.757199999999997,-8.991115999999998
" ",39,30,69,"Zn ","  -n",-68418.0,1.0,8722.731,0.014,"B-",909.8,1.5,68.9265503,1.0,"13.76 h","9/2+",0.9098000000000029,-3.703800000000003,-2.681800000000003,-5.7168160000000015
" ",38,31,69,"Ga ","    ",-69327.8,1.2,8724.578,0.017,"  ","*","*",68.92557359999999,1.3,"stable","3/2-",-2.227199999999997,-1.9318000000000028,-0.9098000000000029,-4.489016000000006
" ",37,32,69,"Ge ","    ",-67100.6,1.3,8680.962,0.019,"B+",2227.2,0.5,68.9279645,1.4,"39.05 h","5/2-",-4.0106000000000055,1.2051999999999972,2.227199999999997,-3.613916
" ",36,33,69,"As ","    ",-63090.0,30.0,8611.5,0.5,"B+",4010.0,30.0,68.93227,30.0,"15.23 m","5/2-",-6.79,2.9886000000000057,4.0106000000000055,-2.857716000000003
" ",35,34,69,"Se ","    ",-56300.0,30.0,8501.8,0.5,"B+",6790.0,40.0,68.93956,40.0,"27.4 s","(3/2-)",-9.82,5.768,6.79,-2.314916
" ",34,35,69,"Br ","  -p",-46480.0,110.0,8348.0,2.0,"B+",9830.0,110.0,68.95011,110.0,"24 ns","",-14.04,8.798,9.82,-1.924916
" ",33,36,69,"Kr ","   x",-32440.0,400.0,8133.0,6.0,"B+",14040.0,410.0,68.96518,430.0,"32 ms","",0.0,13.018,14.04,-1.944916
"0",44,26,70,"Fe ","   x",-35900.0,600.0,8294.0,9.0,"B-",9740.0,1030.0,69.96146,640.0,"94 ms","0+",9.74,0.0,0.0,-13.524916000000001
" ",43,27,70,"Co ","   x",-45640.0,840.0,8422.0,12.0,"B-",13510.0,910.0,69.951,900.0,"119 ms","(6-)",13.51,-10.762,-9.74,-11.814916
" ",42,28,70,"Ni ","   x",-59150.0,350.0,8603.0,5.0,"B-",3830.0,350.0,69.9365,370.0,"6.0 s","0+",3.8260999999999985,-14.532,-13.51,-12.004916000000001
" ",41,29,70,"Cu ","   x",-62976.1,1.6,8646.861,0.023,"B-",6588.5,2.5,69.9323923,1.7,"33 s","(3-)",6.588500000000007,-4.848099999999999,-3.8260999999999985,-9.291015999999999
" ",40,30,70,"Zn ","    ",-69564.6,2.0,8729.806,0.028,"B-",-654.6,1.6,69.9253193,2.1,"1.3e+16 y","0+",-0.6545,-7.610500000000007,-6.588500000000007,-5.983216000000003
" ",39,31,70,"Ga ","    ",-68910.1,1.2,8709.279,0.017,"B-",1653.0,1.6,69.926022,1.3,"21.14 m","1+",1.653,-0.3675,0.6545,-5.076716000000003
" ",38,32,70,"Ge ","    ",-70563.1,1.0,8721.717,0.015,"  ","*","*",69.92424740000001,1.1,"stable","0+",-6.223100000000006,-2.675,-1.653,-4.088616000000012
" ",37,33,70,"As ","   -",-64340.0,50.0,8621.7,0.7,"B+",6220.0,50.0,69.93092,50.0,"52.6 m","4+",-2.29,5.201100000000006,6.223100000000006,-3.040916
" ",36,34,70,"Se ","   x",-62050.0,60.0,8577.7,0.9,"B+",2300.0,80.0,69.93339,70.0,"41.1 m","0+",-10.62,1.268,2.29,-2.8549160000000002
" ",35,35,70,"Br ","   -",-51430.0,310.0,8415.0,4.0,"B+",10620.0,300.0,69.94479,330.0,"79.1 ms","0+",-9.75,9.598,10.62,-2.3549160000000002
" ",34,36,70,"Kr ","  --",-41680.0,390.0,8264.0,5.0,"B+",9750.0,480.0,69.95526,410.0,"52 ms","0+",0.0,8.728,9.75,-2.384916
"0",45,26,71,"Fe ","   x",-31000.0,800.0,8221.0,11.0,"B-",12870.0,1160.0,70.96672,860.0,"150 ns","(7/2+)",12.87,0.0,0.0,-14.374916
" ",44,27,71,"Co ","   x",-43870.0,840.0,8392.0,12.0,"B-",11330.0,920.0,70.9529,900.0,"None","None",11.33,-13.892,-12.87,-12.894916
" ",43,28,71,"Ni ","   x",-55200.0,370.0,8540.0,5.0,"B-",7510.0,370.0,70.94074,400.0,"1.86 s","",7.511099999999998,-12.352,-11.33,-11.934916000000001
" ",42,29,71,"Cu ","   x",-62711.1,1.5,8635.022,0.021,"B-",4616.0,10.0,70.9326768,1.6,"19.5 s","(3/2-)",4.615900000000002,-8.5331,-7.511099999999998,-10.076016
" ",41,30,71,"Zn ","  -n",-67327.0,10.0,8689.01,0.14,"B-",2813.0,10.0,70.927722,11.0,"2.45 m","1/2-",2.813199999999997,-5.637900000000001,-4.615900000000002,-6.009216000000003
" ",40,31,71,"Ga ","    ",-70140.2,1.0,8717.62,0.014,"  ","*","*",70.9247013,1.1,"stable","3/2-",-0.2325,-3.8351999999999973,-2.813199999999997,-5.246315999999994
" ",39,32,71,"Ge ","    ",-69907.7,1.0,8703.326,0.014,"B+",232.51,0.22,70.924951,1.1,"11.43 d","1/2-",-2.013699999999997,-0.7895,0.2325,-4.4522160000000035
" ",38,33,71,"As ","   -",-67894.0,4.0,8663.95,0.06,"B+",2013.0,4.0,70.927112,5.0,"65.28 h","5/2-",-4.774,0.9916999999999971,2.013699999999997,-3.439216000000003
" ",37,34,71,"Se ","   -",-63120.0,30.0,8585.6,0.4,"B+",4780.0,30.0,70.93224,30.0,"4.74 m","5/2-",-6.06,3.752,4.774,-2.8869160000000003
" ",36,35,71,"Br ","   x",-57060.0,570.0,8489.0,8.0,"B+",6050.0,570.0,70.93874,610.0,"21.4 s","(5/2)-",-10.14,5.038,6.06,-2.834916
" ",35,36,71,"Kr ","   -",-46920.0,650.0,8336.0,9.0,"B+",10140.0,320.0,70.94963,700.0,"64 ms","",-14.62,9.118,10.14,-2.8549160000000002
" ",34,37,71,"Rb ","   x",-32300.0,500.0,8119.0,7.0,"B+",14620.0,820.0,70.96532,540.0,"None","None",0.0,13.598,14.62,-1.924916
"0",46,26,72,"Fe ","   x",-28300.0,800.0,8182.0,11.0,"B-",11000.0,1000.0,71.96962,860.0,"150 ns","0+",11.0,0.0,0.0,0.0
" ",45,27,72,"Co ","   x",-39300.0,600.0,8324.0,8.0,"B-",14640.0,740.0,71.95781,640.0,"None","None",14.64,-12.022,-11.0,-13.124916
" ",44,28,72,"Ni ","   x",-53940.0,440.0,8516.0,6.0,"B-",5840.0,440.0,71.94209,470.0,"1.57 s","0+",5.843,-15.662,-14.64,-13.234916000000002
" ",43,29,72,"Cu ","   x",-59783.0,1.4,8586.525,0.019,"B-",8348.0,6.0,71.9358203,1.5,"6.6 s","(1+)",8.348,-6.865,-5.843,-10.857916000000001
" ",42,30,72,"Zn ","   +",-68131.0,6.0,8691.61,0.08,"B-",458.0,6.0,71.926858,7.0,"46.5 h","0+",0.4583999999999942,-9.37,-8.348,-7.092115999999997
" ",41,31,72,"Ga ","    ",-68589.4,1.0,8687.104,0.014,"B-",3996.5,1.8,71.9263663,1.1,"14.10 h","3-",3.9965,-1.4803999999999942,-0.4583999999999942,-5.4473159999999945
" ",40,32,72,"Ge ","    ",-72585.9,1.6,8731.745,0.023,"  ","*","*",71.9220758,1.8,"stable","0+",-4.355899999999994,-5.0185,-3.9965,-5.003615999999997
" ",39,33,72,"As ","   -",-68230.0,4.0,8660.38,0.06,"B+",4356.0,4.0,71.926752,5.0,"26.0 h","2-",-0.336,3.333899999999994,4.355899999999994,-3.568815999999994
" ",38,34,72,"Se ","    ",-67894.0,12.0,8644.85,0.17,"B+",335.0,13.0,71.927112,13.0,"8.40 d","0+",-8.874,-0.686,0.336,-3.338916
" ",37,35,72,"Br ","    ",-59020.0,60.0,8510.7,0.8,"B+",8880.0,60.0,71.93664,60.0,"78.6 s","3+",-5.079,7.852,8.874,-2.544916
" ",36,36,72,"Kr ","    ",-53941.0,8.0,8429.32,0.11,"B+",5070.0,60.0,71.942092,9.0,"17.2 s","0+",-15.821,4.057,5.079,-2.1559160000000004
" ",35,37,72,"Rb ","   x",-38120.0,500.0,8199.0,7.0,"B+",15820.0,500.0,71.95908,540.0,"1.2 us","(3+)",0.0,14.799,15.821,-1.9049160000000003
"0",46,27,73,"Co ","   x",-37040.0,700.0,8289.0,10.0,"B-",12830.0,760.0,72.96024,750.0,"150 ns","",12.82,0.0,0.0,-14.164916000000002
" ",45,28,73,"Ni ","   x",-49860.0,300.0,8454.0,4.0,"B-",9120.0,300.0,72.94647,320.0,"0.84 s","(9/2+)",9.127,-13.842,-12.82,-13.884916
" ",44,29,73,"Cu ","   x",-58987.0,4.0,8568.56,0.05,"B-",6420.0,40.0,72.936675,4.0,"4.2 s","(3/2-)",6.423,-10.149,-9.127,-11.411916000000002
" ",43,30,73,"Zn ","+n2p",-65410.0,40.0,8645.8,0.5,"B-",4290.0,40.0,72.92978,40.0,"23.5 s","(1/2)-",4.2893000000000026,-7.445,-6.423,-7.855916000000001
" ",42,31,73,"Ga ","   x",-69699.3,1.7,8693.873,0.023,"B-",1598.2,2.3,72.9251747,1.8,"4.86 h","3/2-",1.5981999999999972,-5.311300000000003,-4.2893000000000026,-6.388016000000006
" ",41,32,73,"Ge ","    ",-71297.5,1.6,8705.049,0.022,"  ","*","*",72.9234589,1.8,"0.499 s","1/2-",-0.3405,-2.620199999999997,-1.5981999999999972,-5.304416
" ",40,33,73,"As ","    ",-70957.0,4.0,8689.66,0.05,"B+",341.0,4.0,72.923825,4.0,"80.30 d","3/2-",-2.739,-0.6815,0.3405,-4.054115999999997
" ",39,34,73,"Se ","    ",-68218.0,11.0,8641.42,0.15,"B+",2739.0,10.0,72.926765,11.0,"7.15 h","9/2+",-4.588,1.717,2.739,-3.5423159999999942
" ",38,35,73,"Br ","    ",-63630.0,50.0,8567.8,0.7,"B+",4590.0,50.0,72.93169,50.0,"3.4 m","1/2-",-7.078,3.566,4.588,-2.964916
" ",37,36,73,"Kr ","   x",-56552.0,7.0,8460.18,0.09,"B+",7080.0,50.0,72.939289,7.0,"27.3 s","(3/2-)",-10.502,6.056,7.078,-2.6769160000000003
" ",36,37,73,"Rb ","  -p",-46050.0,150.0,8306.0,2.0,"B+",10500.0,150.0,72.95056,160.0,"30 ns","",-14.35,9.48,10.502,-1.9949160000000001
" ",35,38,73,"Sr ","   x",-31700.0,600.0,8098.0,8.0,"B+",14350.0,620.0,72.96597,640.0,"25 ms","",0.0,13.328,14.35,-1.684916
"0",47,27,74,"Co ","   x",-32250.0,800.0,8222.0,11.0,"B-",16120.0,900.0,73.96538,860.0,"150 ns","0+",16.12,0.0,0.0,0.0
" ",46,28,74,"Ni ","   x",-48370.0,400.0,8429.0,5.0,"B-",7630.0,400.0,73.94807,430.0,"0.68 s","0+",7.636,-17.142,-16.12,-14.894916
" ",45,29,74,"Cu ","   x",-56006.0,6.0,8521.56,0.08,"B-",9700.0,50.0,73.939875,7.0,"1.594 s","(1+,3+)",9.704,-8.658,-7.636,-12.790916000000001
" ",44,30,74,"Zn "," +pp",-65710.0,50.0,8642.1,0.6,"B-",2340.0,50.0,73.92946,50.0,"95.6 s","0+",2.34,-10.726,-9.704,-8.984916000000002
